ax,ay,az,speed,label
7.6,-24.67,-0.38,1.2589348391693225,walk
9.12,-25.96,-1.42,1.2589348391693225,walk
10.51,-26.36,-2.0,1.2589348391693225,walk
10.96,-26.24,-1.25,1.2589348391693225,walk
10.7,-26.31,0.64,1.2589348391693225,walk
10.62,-26.0,2.47,1.2589348391693225,walk
10.26,-25.41,3.23,1.2589348391693225,walk
9.25,-24.41,3.07,1.2589348391693225,walk
6.76,-21.85,2.21,1.2589348391693225,walk
3.06,-17.83,1.58,1.2589348391693225,walk
-1.34,-13.08,1.31,1.2589348391693225,walk
-5.9,-7.84,0.81,1.2589348391693225,walk
-9.48,-7.08,-0.49,1.2589348391693225,walk
-11.65,-11.11,-1.68,1.2589348391693225,walk
-13.08,-12.66,-2.52,1.2589348391693225,walk
-16.67,-4.24,-0.37,1.2589348391693225,walk
-28.02,6.81,2.99,1.2589348391693225,walk
-43.85,14.43,6.45,1.2589348391693225,walk
-50.34,25.26,7.43,1.2589348391693225,walk
-47.75,32.31,3.81,1.2589348391693225,walk
-38.88,30.73,0.85,1.2589348391693225,walk
-28.03,24.24,-1.44,1.2589348391693225,walk
-17.62,17.88,-5.34,1.2589348391693225,walk
-8.11,11.64,-8.81,1.2589348391693225,walk
-1.02,7.08,-7.23,1.2589348391693225,walk
4.44,4.7,-4.48,1.2589348391693225,walk
7.88,3.38,-1.92,1.2589348391693225,walk
9.38,3.33,-0.06,1.2589348391693225,walk
10.02,3.11,1.31,1.2589348391693225,walk
10.74,2.71,2.36,1.2589348391693225,walk
11.14,2.39,2.59,1.2589348391693225,walk
11.5,2.78,2.5,1.2589348391693225,walk
11.77,3.21,1.96,1.2589348391693225,walk
12.36,3.02,1.37,1.2589348391693225,walk
13.44,2.1,0.82,1.2589348391693225,walk
14.74,0.88,0.51,1.2589348391693225,walk
15.78,-0.49,0.27,1.2589348391693225,walk
16.17,-2.15,-0.26,1.2589348391693225,walk
16.13,-3.59,-1.2,1.2589348391693225,walk
15.96,-4.16,-2.69,1.2589348391693225,walk
15.56,-4.03,-3.65,1.2589348391693225,walk
15.22,-3.42,-3.91,1.2589348391693225,walk
14.42,-2.36,-4.12,1.2589348391693225,walk
13.25,-0.65,-3.57,1.2589348391693225,walk
11.72,1.75,-2.19,1.2589348391693225,walk
9.78,4.16,-0.78,1.2589348391693225,walk
7.5,6.33,0.21,1.2589348391693225,walk
3.96,8.33,1.51,1.2589348391693225,walk
-1.38,11.57,4.07,1.2589348391693225,walk
-8.88,15.19,5.97,1.2589348391693225,walk
-15.78,19.81,8.95,1.2589348391693225,walk
-19.81,28.32,12.02,1.2589348391693225,walk
-26.47,30.53,13.19,1.2589348391693225,walk
-32.98,27.11,14.35,1.2589348391693225,walk
-32.98,26.29,15.04,1.2589348391693225,walk
-30.47,20.25,13.6,1.2589348391693225,walk
-25.9,11.37,11.64,1.2589348391693225,walk
-20.08,4.43,9.41,1.2589348391693225,walk
-14.64,-0.27,7.15,1.2589348391693225,walk
-10.9,-4.18,6.04,1.2589348391693225,walk
-8.49,-7.22,5.26,1.2589348391693225,walk
-6.58,-9.17,4.13,1.2589348391693225,walk
-4.45,-10.28,2.69,1.2589348391693225,walk
-2.36,-11.22,1.73,1.2589348391693225,walk
-1.39,-11.46,0.81,1.2589348391693225,walk
-0.34,-10.45,1.03,1.2589348391693225,walk
0.63,-10.43,1.78,1.2589348391693225,walk
1.68,-11.92,2.41,1.2589348391693225,walk
2.77,-14.01,2.89,1.2589348391693225,walk
3.96,-15.96,3.17,1.2589348391693225,walk
5.02,-17.6,3.38,1.2589348391693225,walk
6.02,-19.19,3.37,1.2589348391693225,walk
7.19,-20.64,2.69,1.2589348391693225,walk
8.5,-22.48,1.55,1.2589348391693225,walk
9.92,-24.91,0.57,1.2589348391693225,walk
11.32,-27.41,-0.18,1.2589348391693225,walk
12.35,-29.1,-0.14,1.2589348391693225,walk
12.34,-29.41,1.32,1.2589348391693225,walk
11.1,-28.24,3.51,1.2589348391693225,walk
8.97,-26.02,4.39,1.2589348391693225,walk
6.31,-22.89,3.09,1.2589348391693225,walk
3.97,-18.77,0.7,1.2589348391693225,walk
1.87,-14.58,-1.62,1.2589348391693225,walk
-0.08,-11.05,-2.19,1.2589348391693225,walk
-2.36,-8.89,-1.03,1.2589348391693225,walk
-5.04,-7.61,0.89,1.2589348391693225,walk
-9.2,-6.99,1.89,1.2589348391693225,walk
-14.37,-5.14,1.41,1.2589348391693225,walk
-18.92,1.83,1.79,1.2589348391693225,walk
-24.24,12.08,2.87,1.2589348391693225,walk
-35.32,14.91,5.47,1.2589348391693225,walk
-42.57,19.36,12.37,1.2589348391693225,walk
-41.08,28.35,16.68,1.2589348391693225,walk
-34.91,29.75,15.46,1.2589348391693225,walk
-25.16,24.4,11.4,1.2589348391693225,walk
-14.7,16.82,6.47,1.2589348391693225,walk
-5.83,9.51,2.09,1.2589348391693225,walk
0.09,5.01,-1.53,1.2589348391693225,walk
3.13,3.75,-3.3,1.2589348391693225,walk
4.26,4.31,-4.7,1.8212320405703868,walk
5.18,4.29,-4.83,1.8212320405703868,walk
5.88,3.6,-3.84,1.8212320405703868,walk
7.1,2.89,-4.09,1.8212320405703868,walk
8.04,2.17,-4.46,1.8212320405703868,walk
8.77,1.72,-4.39,1.8212320405703868,walk
9.34,1.07,-4.56,1.8212320405703868,walk
10.58,-0.17,-4.24,1.8212320405703868,walk
12.02,-1.68,-3.31,1.8212320405703868,walk
12.92,-3.01,-2.08,1.8212320405703868,walk
13.48,-3.63,-0.91,1.8212320405703868,walk
13.41,-3.26,0.25,1.8212320405703868,walk
13.52,-2.46,0.98,1.8212320405703868,walk
14.3,-2.53,1.64,1.8212320405703868,walk
15.31,-3.11,2.46,1.8212320405703868,walk
15.95,-3.89,3.14,1.8212320405703868,walk
16.05,-4.07,3.81,1.8212320405703868,walk
15.51,-3.04,4.24,1.8212320405703868,walk
14.2,-1.16,4.32,1.8212320405703868,walk
12.21,1.58,4.5,1.8212320405703868,walk
9.46,4.96,4.96,1.8212320405703868,walk
6.37,8.83,5.56,1.8212320405703868,walk
1.95,12.62,6.34,1.8212320405703868,walk
-3.9,16.26,7.98,1.8212320405703868,walk
-9.57,20.94,10.48,1.8212320405703868,walk
-15.56,27.21,12.76,1.8212320405703868,walk
-20.99,30.89,15.55,1.8212320405703868,walk
-25.01,27.5,18.37,1.8212320405703868,walk
-26.86,23.28,19.05,1.8212320405703868,walk
-28.57,19.16,17.53,1.8212320405703868,walk
-27.61,14.29,14.8,1.8212320405703868,walk
-23.52,7.52,10.83,1.8212320405703868,walk
-18.02,1.02,6.06,1.8212320405703868,walk
-12.81,-3.24,2.44,1.8212320405703868,walk
-9.25,-5.83,0.52,1.8212320405703868,walk
-7.05,-7.17,-0.29,1.8212320405703868,walk
-5.49,-8.06,-0.38,1.8212320405703868,walk
-3.82,-9.28,0.0,1.8212320405703868,walk
-2.36,-10.78,0.02,1.8212320405703868,walk
-0.38,-11.78,0.46,1.8212320405703868,walk
1.34,-13.24,1.34,1.8212320405703868,walk
2.59,-15.2,2.04,1.8212320405703868,walk
3.4,-17.5,2.78,1.8212320405703868,walk
4.28,-19.4,2.88,1.8212320405703868,walk
5.18,-21.02,2.52,1.8212320405703868,walk
6.03,-22.71,2.09,1.8212320405703868,walk
6.69,-24.69,1.35,1.8212320405703868,walk
7.87,-26.58,0.82,1.8212320405703868,walk
8.78,-27.97,0.51,1.8212320405703868,walk
9.65,-30.3,0.38,1.8212320405703868,walk
11.27,-31.77,0.41,1.8212320405703868,walk
11.74,-31.5,0.11,1.8212320405703868,walk
10.15,-29.58,0.52,1.8212320405703868,walk
7.58,-26.0,0.92,1.8212320405703868,walk
4.57,-21.39,0.94,1.8212320405703868,walk
2.07,-17.48,0.93,1.8212320405703868,walk
0.45,-15.17,0.5,1.8212320405703868,walk
-0.36,-13.95,-0.85,1.8212320405703868,walk
-2.54,-13.23,-3.14,1.8212320405703868,walk
-8.36,-11.07,-4.29,1.8212320405703868,walk
-18.25,-4.58,-3.68,1.8212320405703868,walk
-27.68,8.66,-0.25,1.8212320405703868,walk
-34.91,20.72,3.3,1.8212320405703868,walk
-43.89,19.71,7.54,1.8212320405703868,walk
-45.48,19.2,11.55,1.8212320405703868,walk
-38.56,22.62,10.31,1.8212320405703868,walk
-30.58,21.53,6.34,1.8212320405703868,walk
-23.09,17.72,3.11,1.8212320405703868,walk
-15.76,13.1,1.85,1.8212320405703868,walk
-9.34,9.36,1.78,1.8212320405703868,walk
-4.38,7.49,-0.87,1.8212320405703868,walk
-0.71,5.43,-2.94,1.8212320405703868,walk
0.9,4.24,-2.08,1.8212320405703868,walk
2.37,4.06,-2.1,1.8212320405703868,walk
3.81,3.67,-2.5,1.8212320405703868,walk
5.55,3.22,-2.72,1.8212320405703868,walk
7.21,2.73,-2.96,1.8212320405703868,walk
8.55,2.52,-2.89,1.8212320405703868,walk
9.44,2.7,-2.01,1.8212320405703868,walk
10.23,2.79,-0.43,1.8212320405703868,walk
11.53,3.23,1.05,1.8212320405703868,walk
13.11,3.93,1.83,1.8212320405703868,walk
14.64,4.23,1.71,1.8212320405703868,walk
15.94,3.97,0.55,1.8212320405703868,walk
16.7,3.72,-1.26,1.8212320405703868,walk
16.55,3.58,-2.52,1.8212320405703868,walk
15.67,3.65,-2.93,1.8212320405703868,walk
14.29,3.94,-2.93,1.8212320405703868,walk
13.09,4.67,-2.25,1.8212320405703868,walk
12.03,5.82,-1.69,1.8212320405703868,walk
11.09,6.58,-0.71,1.8212320405703868,walk
9.71,7.68,0.08,1.8212320405703868,walk
7.01,10.22,-0.1,1.8212320405703868,walk
2.74,13.62,0.61,1.8212320405703868,walk
-2.63,16.46,2.65,1.8212320405703868,walk
-9.41,18.05,4.18,1.8212320405703868,walk
-15.7,19.62,6.12,1.8212320405703868,walk
-18.74,25.5,9.46,1.8212320405703868,walk
-21.09,29.78,13.32,1.8212320405703868,walk
-26.22,24.16,17.03,1.2520264029164387,walk
-27.05,19.2,21.04,1.2520264029164387,walk
-25.76,16.22,19.13,1.2520264029164387,walk
-24.96,10.53,15.26,1.2520264029164387,walk
-23.01,3.46,12.13,1.2520264029164387,walk
-19.15,-1.94,9.56,1.2520264029164387,walk
-14.73,-5.53,7.89,1.2520264029164387,walk
-11.12,-8.44,6.92,1.2520264029164387,walk
-8.51,-10.46,6.11,1.2520264029164387,walk
-6.52,-11.92,4.99,1.2520264029164387,walk
-4.89,-13.26,3.47,1.2520264029164387,walk
-3.55,-14.32,1.66,1.2520264029164387,walk
-1.72,-15.12,0.53,1.2520264029164387,walk
0.71,-16.16,-0.37,1.2520264029164387,walk
2.6,-17.61,-1.29,1.2520264029164387,walk
3.91,-19.42,-1.05,1.2520264029164387,walk
4.89,-21.37,0.02,1.2520264029164387,walk
5.77,-22.93,1.28,1.2520264029164387,walk
5.97,-23.69,2.0,1.2520264029164387,walk
5.99,-23.87,2.56,1.2520264029164387,walk
6.1,-24.19,2.69,1.2520264029164387,walk
6.57,-25.15,2.09,1.2520264029164387,walk
7.38,-26.97,0.75,1.2520264029164387,walk
8.23,-29.05,0.24,1.2520264029164387,walk
8.71,-30.29,0.88,1.2520264029164387,walk
8.2,-30.32,2.91,1.2520264029164387,walk
6.85,-28.77,4.83,1.2520264029164387,walk
4.84,-25.85,5.22,1.2520264029164387,walk
2.23,-21.85,4.57,1.2520264029164387,walk
-1.03,-17.03,3.58,1.2520264029164387,walk
-4.15,-13.07,2.54,1.2520264029164387,walk
-6.68,-11.59,1.58,1.2520264029164387,walk
-9.27,-11.63,0.61,1.2520264029164387,walk
-13.08,-10.68,0.12,1.2520264029164387,walk
-18.23,-5.81,0.94,1.2520264029164387,walk
-24.46,4.35,2.98,1.2520264029164387,walk
-35.33,13.64,4.43,1.2520264029164387,walk
-45.96,20.96,7.97,1.2520264029164387,walk
-45.93,28.27,10.34,1.2520264029164387,walk
-38.4,29.53,8.01,1.2520264029164387,walk
-28.49,24.46,4.12,1.2520264029164387,walk
-20.16,18.03,1.53,1.2520264029164387,walk
-14.09,13.47,1.18,1.2520264029164387,walk
-9.3,11.64,1.33,1.2520264029164387,walk
-6.29,12.1,-1.8,1.2520264029164387,walk
-2.73,10.76,-6.72,1.2520264029164387,walk
-1.05,9.23,-6.91,1.2520264029164387,walk
0.43,8.87,-5.16,1.2520264029164387,walk
1.73,8.22,-4.02,1.2520264029164387,walk
3.9,6.6,-3.15,1.2520264029164387,walk
6.31,4.69,-2.09,1.2520264029164387,walk
9.0,2.38,-1.62,1.2520264029164387,walk
11.39,0.28,-0.94,1.2520264029164387,walk
13.37,-1.04,-0.11,1.2520264029164387,walk
15.03,-1.45,0.6,1.2520264029164387,walk
16.21,-1.13,1.3,1.2520264029164387,walk
16.67,-0.58,1.79,1.2520264029164387,walk
16.76,-0.21,0.93,1.2520264029164387,walk
16.46,0.32,-0.81,1.2520264029164387,walk
15.66,0.83,-2.33,1.2520264029164387,walk
14.79,0.94,-3.3,1.2520264029164387,walk
14.15,1.12,-3.63,1.2520264029164387,walk
13.67,1.29,-3.38,1.2520264029164387,walk
13.29,1.64,-2.62,1.2520264029164387,walk
12.73,2.8,-2.42,1.2520264029164387,walk
11.55,4.89,-2.81,1.2520264029164387,walk
9.35,8.02,-3.36,1.2520264029164387,walk
5.96,11.67,-3.04,1.2520264029164387,walk
1.47,15.31,-1.77,1.2520264029164387,walk
-4.51,17.41,0.25,1.2520264029164387,walk
-10.25,19.89,4.15,1.2520264029164387,walk
-14.91,26.22,10.08,1.2520264029164387,walk
-18.8,32.55,14.97,1.2520264029164387,walk
-24.7,31.58,16.75,1.2520264029164387,walk
-28.2,29.3,16.88,1.2520264029164387,walk
-29.72,25.18,14.78,1.2520264029164387,walk
-29.0,17.11,13.18,1.2520264029164387,walk
-25.29,8.5,11.96,1.2520264029164387,walk
-20.71,1.45,10.42,1.2520264029164387,walk
-16.68,-3.23,8.64,1.2520264029164387,walk
-13.93,-6.29,7.04,1.2520264029164387,walk
-11.92,-8.16,5.81,1.2520264029164387,walk
-10.01,-9.5,4.7,1.2520264029164387,walk
-7.93,-11.2,3.78,1.2520264029164387,walk
-5.64,-13.05,3.23,1.2520264029164387,walk
-3.73,-14.48,2.43,1.2520264029164387,walk
-1.78,-15.33,1.95,1.2520264029164387,walk
-0.18,-16.21,2.05,1.2520264029164387,walk
0.91,-17.25,2.66,1.2520264029164387,walk
1.46,-18.84,3.34,1.2520264029164387,walk
2.06,-20.27,3.71,1.2520264029164387,walk
2.92,-21.58,3.33,1.2520264029164387,walk
4.19,-23.26,2.37,1.2520264029164387,walk
5.72,-25.2,0.96,1.2520264029164387,walk
7.34,-27.23,-0.51,1.2520264029164387,walk
8.76,-29.36,-1.22,1.2520264029164387,walk
9.65,-30.96,-0.66,1.2520264029164387,walk
9.67,-31.27,0.92,1.2520264029164387,walk
8.7,-30.11,2.81,1.2520264029164387,walk
6.83,-27.59,4.06,1.2520264029164387,walk
4.31,-24.41,4.39,1.5018595923201266,walk
1.71,-20.77,3.85,1.5018595923201266,walk
-0.65,-17.61,2.81,1.5018595923201266,walk
-2.79,-15.11,1.73,1.5018595923201266,walk
-4.79,-13.52,0.87,1.5018595923201266,walk
-7.04,-13.8,0.2,1.5018595923201266,walk
-10.42,-14.45,-0.99,1.5018595923201266,walk
-14.67,-10.28,-2.14,1.5018595923201266,walk
-20.83,2.36,-1.07,1.5018595923201266,walk
-33.06,14.92,1.07,1.5018595923201266,walk
-47.09,22.22,5.38,1.5018595923201266,walk
-50.84,30.44,9.66,1.5018595923201266,walk
-43.99,35.14,9.62,1.5018595923201266,walk
-32.43,31.07,7.3,1.5018595923201266,walk
-20.75,22.2,4.79,1.5018595923201266,walk
-12.1,13.47,4.19,1.5018595923201266,walk
-6.52,10.1,3.12,1.5018595923201266,walk
-1.06,9.95,-2.26,1.5018595923201266,walk
1.21,7.07,-2.84,1.5018595923201266,walk
2.97,6.18,-1.84,1.5018595923201266,walk
4.95,4.78,-1.15,1.5018595923201266,walk
6.51,3.48,0.95,1.5018595923201266,walk
7.6,3.29,2.25,1.5018595923201266,walk
9.03,3.15,2.22,1.5018595923201266,walk
10.48,2.61,2.03,1.5018595923201266,walk
11.66,1.66,2.01,1.5018595923201266,walk
12.84,0.8,2.04,1.5018595923201266,walk
13.97,-0.07,2.5,1.5018595923201266,walk
15.15,-0.92,2.44,1.5018595923201266,walk
16.41,-1.42,1.81,1.5018595923201266,walk
17.54,-1.71,1.14,1.5018595923201266,walk
18.02,-1.71,0.84,1.5018595923201266,walk
17.68,-1.11,0.62,1.5018595923201266,walk
17.14,-0.18,0.46,1.5018595923201266,walk
16.35,0.66,0.21,1.5018595923201266,walk
15.48,1.72,-0.25,1.5018595923201266,walk
14.62,2.65,-0.73,1.5018595923201266,walk
13.75,3.61,-0.8,1.5018595923201266,walk
12.81,4.47,-0.28,1.5018595923201266,walk
11.92,5.63,1.24,1.5018595923201266,walk
9.63,8.52,2.62,1.5018595923201266,walk
4.71,12.3,3.92,1.5018595923201266,walk
-2.68,16.34,4.78,1.5018595923201266,walk
-11.61,22.7,6.98,1.5018595923201266,walk
-21.27,31.38,12.79,1.5018595923201266,walk
-27.1,39.13,19.95,1.5018595923201266,walk
-32.56,34.69,23.19,1.5018595923201266,walk
-33.98,24.94,24.96,1.5018595923201266,walk
-30.7,17.53,21.66,1.5018595923201266,walk
-27.27,9.8,15.63,1.5018595923201266,walk
-23.78,2.93,11.23,1.5018595923201266,walk
-20.25,-1.47,7.74,1.5018595923201266,walk
-16.87,-3.69,5.03,1.5018595923201266,walk
-14.14,-5.0,3.6,1.5018595923201266,walk
-12.1,-6.56,3.29,1.5018595923201266,walk
-10.14,-8.81,3.65,1.5018595923201266,walk
-8.64,-11.52,3.37,1.5018595923201266,walk
-6.51,-13.67,3.15,1.5018595923201266,walk
-3.61,-15.61,2.84,1.5018595923201266,walk
-0.75,-18.3,1.78,1.5018595923201266,walk
1.4,-22.18,0.6,1.5018595923201266,walk
3.72,-25.92,-0.53,1.5018595923201266,walk
5.81,-27.86,-1.76,1.5018595923201266,walk
6.62,-28.26,-1.91,1.5018595923201266,walk
6.13,-28.02,-0.41,1.5018595923201266,walk
5.55,-27.54,1.1,1.5018595923201266,walk
5.58,-27.79,1.22,1.5018595923201266,walk
6.43,-29.04,0.57,1.5018595923201266,walk
7.69,-30.23,0.13,1.5018595923201266,walk
8.42,-30.6,-0.05,1.5018595923201266,walk
7.88,-29.81,0.57,1.5018595923201266,walk
6.29,-27.69,1.7,1.5018595923201266,walk
4.05,-24.91,2.57,1.5018595923201266,walk
1.8,-22.25,2.93,1.5018595923201266,walk
-0.26,-19.63,2.83,1.5018595923201266,walk
-2.3,-16.9,2.0,1.5018595923201266,walk
-5.02,-15.62,0.46,1.5018595923201266,walk
-9.2,-15.97,-1.48,1.5018595923201266,walk
-14.94,-15.16,-2.91,1.5018595923201266,walk
-20.46,-8.01,-1.44,1.5018595923201266,walk
-26.2,5.35,1.26,1.5018595923201266,walk
-36.96,13.11,3.38,1.5018595923201266,walk
-46.6,17.72,6.67,1.5018595923201266,walk
-45.84,27.33,7.31,1.5018595923201266,walk
-39.56,31.61,5.23,1.5018595923201266,walk
-30.54,27.43,3.61,1.5018595923201266,walk
-20.65,20.1,2.19,1.5018595923201266,walk
-12.19,12.81,1.82,1.5018595923201266,walk
-5.95,8.14,1.49,1.5018595923201266,walk
-1.96,6.4,1.29,1.5018595923201266,walk
0.1,6.27,1.23,1.5018595923201266,walk
1.52,6.76,0.74,1.5018595923201266,walk
2.82,6.82,0.47,1.5018595923201266,walk
4.46,6.49,0.35,1.5018595923201266,walk
6.58,5.81,0.14,1.5018595923201266,walk
8.88,5.31,0.2,1.5018595923201266,walk
11.4,5.04,0.27,1.5018595923201266,walk
14.05,4.97,-0.18,1.5018595923201266,walk
16.49,4.62,-1.0,1.5018595923201266,walk
18.32,4.27,-1.98,2.1650395423836963,walk
18.71,4.38,-2.25,2.1650395423836963,walk
17.45,5.23,-1.59,2.1650395423836963,walk
