ax,ay,az,speed,label
-1.25,2.03,1.66,1.1275997561109607,walk
-1.79,1.95,1.66,1.1275997561109607,walk
-2.1,1.79,1.96,1.1275997561109607,walk
-2.04,1.34,2.39,1.1275997561109607,walk
-1.69,0.79,2.69,1.1275997561109607,walk
-1.41,0.19,2.99,1.1275997561109607,walk
-1.28,-0.32,3.5,1.1275997561109607,walk
-1.4,-0.44,3.66,1.1275997561109607,walk
-1.48,-0.65,3.49,1.1275997561109607,walk
-1.19,-0.92,3.2,1.1275997561109607,walk
-1.12,-1.16,2.72,1.1275997561109607,walk
-1.18,-1.27,2.26,1.1275997561109607,walk
-1.16,-1.21,1.7,1.1275997561109607,walk
-1.14,-1.07,1.2,1.1275997561109607,walk
-1.23,-1.03,0.74,1.1275997561109607,walk
-1.34,-1.16,0.4,1.1275997561109607,walk
-1.37,-1.26,0.1,1.1275997561109607,walk
-1.3,-1.24,-0.25,1.1275997561109607,walk
-1.24,-1.2,-0.53,1.1275997561109607,walk
-1.2,-1.2,-0.73,1.1275997561109607,walk
-1.15,-1.17,-0.85,1.1275997561109607,walk
-1.04,-1.04,-1.06,1.1275997561109607,walk
-0.88,-0.82,-1.29,1.1275997561109607,walk
-0.62,-0.63,-1.46,1.1275997561109607,walk
-0.39,-0.53,-1.73,1.1275997561109607,walk
-0.16,-0.49,-2.09,1.1275997561109607,walk
0.08,-0.52,-2.57,1.1275997561109607,walk
0.37,-0.6,-3.11,1.1275997561109607,walk
0.68,-0.62,-3.67,1.1275997561109607,walk
1.01,-0.57,-4.25,1.1275997561109607,walk
1.24,-0.52,-4.83,1.1275997561109607,walk
1.42,-0.54,-5.36,1.1275997561109607,walk
1.66,-0.61,-5.77,1.1275997561109607,walk
1.84,-0.74,-6.13,1.1275997561109607,walk
1.94,-0.96,-6.37,1.1275997561109607,walk
1.98,-1.18,-6.6,1.1275997561109607,walk
1.98,-1.38,-6.67,1.1275997561109607,walk
1.97,-1.51,-6.49,1.1275997561109607,walk
1.79,-1.59,-6.38,1.1275997561109607,walk
1.55,-1.67,-6.33,1.1275997561109607,walk
1.41,-2.0,-6.24,1.1275997561109607,walk
1.29,-2.39,-6.14,1.1275997561109607,walk
1.08,-2.63,-5.82,1.1275997561109607,walk
0.87,-2.7,-5.16,1.1275997561109607,walk
0.67,-2.52,-4.46,1.1275997561109607,walk
0.6,-2.25,-3.55,1.1275997561109607,walk
0.62,-2.21,-2.38,1.1275997561109607,walk
0.47,-2.21,-1.17,1.1275997561109607,walk
0.14,-1.95,-0.18,1.1275997561109607,walk
-0.22,-1.53,0.46,1.1275997561109607,walk
-0.47,-0.86,0.82,1.1123497377642262,walk
-0.4,-0.42,1.01,1.1123497377642262,walk
0.01,-0.43,1.07,1.1123497377642262,walk
0.29,-0.46,0.7,1.1123497377642262,walk
0.49,-0.21,0.17,1.1123497377642262,walk
0.56,0.28,0.1,1.1123497377642262,walk
0.16,1.3,0.81,1.1123497377642262,walk
-0.3,2.65,2.08,1.1123497377642262,walk
-0.47,3.96,3.39,1.1123497377642262,walk
-0.38,5.08,4.62,1.1123497377642262,walk
-0.41,5.99,5.34,1.1123497377642262,walk
-0.88,7.07,5.61,1.1123497377642262,walk
-1.52,8.67,5.66,1.1123497377642262,walk
-2.21,11.11,5.73,1.1123497377642262,walk
-3.22,14.25,5.63,1.1123497377642262,walk
-4.33,17.35,5.98,1.1123497377642262,walk
-5.0,19.19,6.54,1.1123497377642262,walk
-5.24,19.58,7.15,1.1123497377642262,walk
-5.41,18.97,8.68,1.1123497377642262,walk
-6.05,18.15,11.26,1.1123497377642262,walk
-7.5,17.77,13.67,1.1123497377642262,walk
-9.4,18.15,15.15,1.1123497377642262,walk
-11.41,18.17,14.89,1.1123497377642262,walk
-12.9,16.89,13.35,1.1123497377642262,walk
-13.32,14.45,11.75,1.1123497377642262,walk
-12.72,11.11,10.35,1.1123497377642262,walk
