ax,ay,az,speed,label
0.39,1.21,-2.87,0.4963461560818086,walk
0.36,1.14,-2.35,0.4963461560818086,walk
0.38,1.29,-2.23,0.4963461560818086,walk
0.49,1.56,-2.01,0.4963461560818086,walk
0.45,1.68,-1.68,0.4963461560818086,walk
0.35,1.83,-1.34,0.4963461560818086,walk
0.25,2.07,-1.15,0.4963461560818086,walk
0.18,2.29,-1.1,0.4963461560818086,walk
0.08,2.41,-1.12,0.4963461560818086,walk
0.06,2.52,-1.13,0.4963461560818086,walk
0.11,2.57,-1.0,0.4963461560818086,walk
0.11,2.46,-0.7,0.4963461560818086,walk
0.12,2.33,-0.3,0.4963461560818086,walk
0.18,2.23,0.08,0.4963461560818086,walk
0.28,2.1,0.37,0.4963461560818086,walk
0.35,1.96,0.59,0.4963461560818086,walk
0.39,1.82,0.69,0.4963461560818086,walk
0.4,1.75,0.73,0.4963461560818086,walk
0.3,1.72,0.67,0.4963461560818086,walk
0.11,1.61,0.52,0.4963461560818086,walk
-0.07,1.59,0.53,0.4963461560818086,walk
-0.16,1.56,0.62,0.4963461560818086,walk
-0.24,1.29,0.77,0.4963461560818086,walk
-0.34,1.01,0.99,0.4963461560818086,walk
-0.38,0.69,1.09,0.4963461560818086,walk
-0.35,0.39,0.92,0.4963461560818086,walk
-0.39,0.14,0.42,0.4963461560818086,walk
-0.46,-0.14,-0.27,0.4963461560818086,walk
-0.48,-0.47,-0.86,0.4963461560818086,walk
-0.56,-0.89,-1.34,0.4963461560818086,walk
-0.74,-1.3,-1.8,0.4963461560818086,walk
-0.91,-1.59,-2.11,0.4963461560818086,walk
-1.03,-1.88,-2.4,0.4963461560818086,walk
-1.28,-2.21,-2.69,0.4963461560818086,walk
-1.62,-2.6,-3.11,0.4963461560818086,walk
-2.13,-2.81,-3.46,0.4963461560818086,walk
-3.15,-2.85,-3.73,0.4963461560818086,walk
-4.54,-2.81,-3.4,0.4963461560818086,walk
-5.81,-2.55,-1.96,0.4963461560818086,walk
-7.37,-2.61,0.67,0.4963461560818086,walk
-9.13,-2.6,4.02,0.4963461560818086,walk
-10.51,-2.08,7.41,0.4963461560818086,walk
-11.31,-1.25,10.57,0.4963461560818086,walk
-11.42,-1.44,12.98,0.4963461560818086,walk
-11.68,-0.89,15.17,0.4963461560818086,walk
-11.71,1.63,17.01,0.4963461560818086,walk
-11.38,4.12,18.5,0.4963461560818086,walk
-9.81,4.83,18.63,0.4963461560818086,walk
-6.83,4.54,16.0,0.4963461560818086,walk
-3.33,4.43,11.04,0.4963461560818086,walk
0.34,5.04,4.99,0.4963461560818086,walk
2.99,5.72,-0.5,0.4963461560818086,walk
4.72,6.14,-3.89,0.4963461560818086,walk
6.09,5.82,-5.43,0.4963461560818086,walk
7.37,4.78,-6.56,0.4963461560818086,walk
8.09,3.89,-6.68,0.4963461560818086,walk
8.34,2.94,-5.9,0.4963461560818086,walk
8.52,2.19,-6.0,0.4963461560818086,walk
9.05,1.58,-7.53,0.4963461560818086,walk
10.13,0.4,-10.15,0.4963461560818086,walk
11.67,-1.56,-13.04,0.4963461560818086,walk
13.23,-3.93,-15.39,0.4963461560818086,walk
14.68,-5.86,-16.29,0.4963461560818086,walk
15.51,-6.44,-15.36,0.4963461560818086,walk
15.5,-5.59,-13.23,0.4963461560818086,walk
14.81,-4.05,-10.59,0.4963461560818086,walk
14.07,-2.68,-7.84,0.4963461560818086,walk
13.4,-1.51,-5.44,0.4963461560818086,walk
12.59,-0.85,-3.3,0.4963461560818086,walk
12.24,-0.82,-1.59,0.4963461560818086,walk
12.35,-1.28,-0.88,0.4963461560818086,walk
12.39,-1.61,-1.06,0.4963461560818086,walk
12.35,-1.61,-1.12,0.4963461560818086,walk
11.46,-0.08,-0.71,0.4963461560818086,walk
8.81,3.14,0.6,0.4963461560818086,walk
4.08,7.67,3.11,0.4963461560818086,walk
-2.81,13.47,6.93,0.4963461560818086,walk
-9.0,19.87,11.79,0.4963461560818086,walk
-13.51,25.92,16.3,0.4963461560818086,walk
-15.71,31.15,20.23,0.4963461560818086,walk
-18.29,30.62,22.7,0.4963461560818086,walk
-21.18,26.19,24.06,0.4963461560818086,walk
-23.16,23.38,23.07,0.4963461560818086,walk
-24.47,20.4,21.43,0.4963461560818086,walk
-24.1,14.82,19.96,0.4963461560818086,walk
-21.78,8.09,17.18,0.4963461560818086,walk
-18.58,2.8,12.85,0.4963461560818086,walk
-14.95,-1.51,8.53,0.4963461560818086,walk
-11.68,-5.32,4.36,0.4963461560818086,walk
-8.65,-8.39,0.87,0.4963461560818086,walk
-5.81,-10.76,-1.35,0.4963461560818086,walk
-3.5,-12.63,-2.6,0.4963461560818086,walk
-1.73,-13.73,-3.22,0.4963461560818086,walk
-0.3,-14.25,-3.5,0.4963461560818086,walk
0.75,-14.71,-3.58,0.4963461560818086,walk
1.45,-15.58,-3.37,0.4963461560818086,walk
2.3,-16.74,-2.88,0.4963461560818086,walk
2.94,-18.39,-2.46,0.4963461560818086,walk
3.37,-20.03,-1.8,0.4963461560818086,walk
3.81,-21.06,-0.78,0.6662299608926499,walk
4.25,-21.41,0.44,0.6662299608926499,walk
4.54,-21.15,1.13,0.6662299608926499,walk
4.72,-20.6,1.27,0.6662299608926499,walk
5.03,-20.35,1.28,0.6662299608926499,walk
5.65,-20.62,1.27,0.6662299608926499,walk
6.43,-20.69,1.11,0.6662299608926499,walk
6.84,-20.58,0.89,0.6662299608926499,walk
6.67,-20.14,1.01,0.6662299608926499,walk
5.92,-19.15,1.6,0.6662299608926499,walk
4.75,-17.6,2.47,0.6662299608926499,walk
3.76,-14.87,2.75,0.6662299608926499,walk
2.5,-11.45,2.34,0.6662299608926499,walk
0.97,-9.08,1.9,0.6662299608926499,walk
-0.15,-8.05,1.72,0.6662299608926499,walk
-0.71,-7.86,1.4,0.6662299608926499,walk
-1.64,-8.18,0.79,0.6662299608926499,walk
-4.24,-8.02,0.61,0.6662299608926499,walk
-9.32,-5.71,0.7,0.6662299608926499,walk
-15.23,0.54,1.06,0.6662299608926499,walk
-18.64,11.95,0.15,0.6662299608926499,walk
-25.57,19.99,-1.5,0.6662299608926499,walk
-33.39,21.14,0.28,0.6662299608926499,walk
-34.84,23.31,2.72,0.6662299608926499,walk
-31.79,25.73,2.55,0.6662299608926499,walk
-27.65,25.42,1.76,0.6662299608926499,walk
-23.13,23.64,1.23,0.6662299608926499,walk
-17.97,21.33,-0.96,0.6662299608926499,walk
-11.5,16.99,-5.02,0.6662299608926499,walk
-5.35,11.49,-7.22,0.6662299608926499,walk
-0.91,7.06,-7.3,0.6662299608926499,walk
1.97,4.53,-6.01,0.6662299608926499,walk
3.44,3.35,-4.04,0.6662299608926499,walk
4.36,2.8,-2.36,0.6662299608926499,walk
5.32,2.18,-1.32,0.6662299608926499,walk
