ax,ay,az,speed,label
-0.25,1.61,1.23,0.9518322727637908,walk
0.1,1.49,0.98,0.9518322727637908,walk
0.38,1.24,0.91,0.9518322727637908,walk
0.48,0.92,0.95,0.9518322727637908,walk
0.41,0.65,1.0,0.9518322727637908,walk
0.33,0.43,1.03,0.9518322727637908,walk
0.15,0.37,1.07,0.9518322727637908,walk
-0.24,0.58,1.55,0.9518322727637908,walk
-0.65,0.74,2.91,0.9518322727637908,walk
-0.92,0.82,4.53,0.9518322727637908,walk
-1.09,0.73,5.62,0.9518322727637908,walk
-1.13,0.39,5.91,0.9518322727637908,walk
-1.01,-0.15,5.17,0.9518322727637908,walk
-0.62,-0.52,3.79,0.9518322727637908,walk
-0.05,-0.48,2.57,0.9518322727637908,walk
0.58,-0.3,1.88,0.9518322727637908,walk
1.0,-0.36,1.32,0.9518322727637908,walk
1.13,-0.53,0.83,0.9518322727637908,walk
1.19,-0.68,0.86,0.9518322727637908,walk
1.18,-0.9,1.08,0.9518322727637908,walk
1.04,-1.2,1.17,0.9518322727637908,walk
0.87,-1.45,1.09,0.9518322727637908,walk
0.78,-1.51,0.83,0.9518322727637908,walk
0.71,-1.47,0.43,0.9518322727637908,walk
0.66,-1.43,-0.04,0.9518322727637908,walk
0.62,-1.41,-0.51,0.9518322727637908,walk
0.61,-1.41,-0.99,0.9518322727637908,walk
0.62,-1.4,-1.45,0.9518322727637908,walk
0.63,-1.4,-1.9,0.9518322727637908,walk
0.63,-1.35,-2.29,0.9518322727637908,walk
0.64,-1.22,-2.63,0.9518322727637908,walk
0.65,-0.99,-2.88,0.9518322727637908,walk
0.63,-0.78,-3.07,0.9518322727637908,walk
0.62,-0.62,-3.21,0.9518322727637908,walk
0.57,-0.5,-3.32,0.9518322727637908,walk
0.55,-0.38,-3.38,0.9518322727637908,walk
0.61,-0.28,-3.35,0.9518322727637908,walk
0.65,-0.23,-3.22,0.9518322727637908,walk
0.65,-0.26,-3.02,0.9518322727637908,walk
0.64,-0.32,-2.81,0.9518322727637908,walk
0.6,-0.35,-2.59,0.9518322727637908,walk
0.57,-0.31,-2.38,0.9518322727637908,walk
0.55,-0.26,-2.18,0.9518322727637908,walk
0.47,-0.24,-2.03,0.9518322727637908,walk
0.42,-0.21,-1.88,0.9518322727637908,walk
0.37,-0.15,-1.71,0.9518322727637908,walk
0.33,-0.02,-1.64,0.9518322727637908,walk
0.34,0.17,-1.61,0.9518322727637908,walk
0.37,0.3,-1.48,0.9518322727637908,walk
0.37,0.36,-1.24,0.9518322727637908,walk
