ax,ay,az,speed,label
-0.29,0.52,3.55,1.0213917139739603,walk
-0.29,0.52,3.55,1.0213917139739603,walk
-0.16,0.21,3.16,1.0213917139739603,walk
-0.11,-0.11,2.22,1.0213917139739603,walk
0.1,-0.43,1.09,1.0213917139739603,walk
0.43,-0.62,0.07,1.0213917139739603,walk
0.69,-0.78,-0.67,1.0213917139739603,walk
0.94,-1.0,-0.97,1.0213917139739603,walk
1.15,-1.2,-0.93,1.0213917139739603,walk
1.28,-1.37,-0.65,1.0213917139739603,walk
1.21,-1.47,-0.13,1.0213917139739603,walk
0.96,-1.52,0.49,1.0213917139739603,walk
0.7,-1.6,1.0,1.0213917139739603,walk
0.53,-1.72,1.28,1.0213917139739603,walk
0.47,-1.77,1.2,1.0213917139739603,walk
0.45,-1.75,0.8,1.0213917139739603,walk
0.42,-1.67,0.27,1.0213917139739603,walk
0.36,-1.56,-0.22,1.0213917139739603,walk
0.27,-1.43,-0.69,1.0213917139739603,walk
0.21,-1.33,-1.11,1.0213917139739603,walk
0.17,-1.26,-1.49,1.0213917139739603,walk
0.14,-1.17,-1.76,1.0213917139739603,walk
0.14,-1.11,-1.91,1.0213917139739603,walk
0.16,-1.04,-2.03,1.0213917139739603,walk
0.16,-0.93,-2.19,1.0213917139739603,walk
0.22,-0.77,-2.3,1.0213917139739603,walk
0.28,-0.56,-2.4,1.0213917139739603,walk
0.31,-0.34,-2.52,1.0213917139739603,walk
0.36,-0.2,-2.6,1.0213917139739603,walk
0.35,-0.08,-2.62,1.0213917139739603,walk
0.34,-0.05,-2.5,1.0213917139739603,walk
0.33,-0.13,-2.31,1.0213917139739603,walk
0.33,-0.22,-2.12,1.0213917139739603,walk
0.34,-0.31,-1.91,1.0213917139739603,walk
0.27,-0.29,-1.78,1.0213917139739603,walk
0.16,-0.14,-1.58,1.0213917139739603,walk
0.05,0.02,-1.47,1.0213917139739603,walk
0.01,0.17,-1.42,1.0213917139739603,walk
0.06,0.25,-1.4,1.0213917139739603,walk
0.16,0.32,-1.38,1.0213917139739603,walk
0.24,0.39,-1.37,1.0213917139739603,walk
0.37,0.5,-1.3,1.0213917139739603,walk
0.45,0.6,-1.29,1.0213917139739603,walk
0.53,0.71,-1.21,1.0213917139739603,walk
0.66,0.84,-0.94,1.0213917139739603,walk
0.76,0.93,-0.55,1.0213917139739603,walk
0.8,0.98,-0.23,1.0213917139739603,walk
0.86,1.04,0.02,1.0213917139739603,walk
0.9,1.13,0.36,1.0213917139739603,walk
0.92,1.2,0.63,1.0213917139739603,walk
0.76,1.16,0.93,1.0213917139739603,walk
0.5,1.09,1.08,1.0213917139739603,walk
0.19,1.11,1.21,1.0213917139739603,walk
-0.12,1.25,1.61,1.0213917139739603,walk
-0.4,1.37,2.5,1.0213917139739603,walk
-0.77,1.25,3.5,1.0213917139739603,walk
-1.1,0.89,4.41,1.0213917139739603,walk
-1.34,0.39,5.07,1.0213917139739603,walk
-1.49,-0.14,5.2,1.0213917139739603,walk
-1.57,-0.52,4.89,1.0213917139739603,walk
-1.47,-0.63,4.12,1.0213917139739603,walk
-1.27,-0.56,2.95,1.0213917139739603,walk
-1.11,-0.54,1.87,1.0213917139739603,walk
-1.03,-0.6,1.05,1.0213917139739603,walk
-0.89,-0.64,0.49,1.0213917139739603,walk
-0.78,-0.64,0.19,1.0213917139739603,walk
-0.83,-0.69,0.15,1.0213917139739603,walk
-1.08,-0.8,0.26,1.0213917139739603,walk
-1.35,-0.82,0.28,1.0213917139739603,walk
-1.51,-0.76,0.22,1.0213917139739603,walk
-1.62,-0.79,0.2,1.0213917139739603,walk
-1.71,-0.89,0.19,1.0213917139739603,walk
-1.68,-0.98,0.25,1.0213917139739603,walk
-1.55,-1.15,0.2,1.0213917139739603,walk
-1.32,-1.3,-0.01,1.0213917139739603,walk
-1.06,-1.31,-0.33,1.4102823127328623,walk
-0.81,-1.22,-0.74,1.4102823127328623,walk
-0.59,-1.08,-1.24,1.4102823127328623,walk
-0.39,-0.88,-1.76,1.4102823127328623,walk
-0.19,-0.68,-2.19,1.4102823127328623,walk
-0.04,-0.44,-2.54,1.4102823127328623,walk
0.11,-0.21,-2.77,1.4102823127328623,walk
0.18,-0.03,-2.9,1.4102823127328623,walk
0.29,0.08,-2.91,1.4102823127328623,walk
0.39,0.12,-2.86,1.4102823127328623,walk
0.51,0.16,-2.8,1.4102823127328623,walk
0.61,0.15,-2.68,1.4102823127328623,walk
0.63,0.11,-2.52,1.4102823127328623,walk
0.62,0.13,-2.29,1.4102823127328623,walk
0.56,0.18,-2.06,1.4102823127328623,walk
0.47,0.22,-1.98,1.4102823127328623,walk
0.42,0.36,-1.93,1.4102823127328623,walk
0.34,0.53,-1.89,1.4102823127328623,walk
0.23,0.67,-1.81,1.4102823127328623,walk
0.15,0.78,-1.7,1.4102823127328623,walk
0.1,0.84,-1.52,1.4102823127328623,walk
0.04,0.86,-1.23,1.4102823127328623,walk
0.03,0.84,-0.91,1.4102823127328623,walk
0.04,0.81,-0.68,1.4102823127328623,walk
0.02,0.85,-0.57,1.4102823127328623,walk
0.0,0.89,-0.35,1.4102823127328623,walk
0.0,0.81,0.07,1.4102823127328623,walk
-0.04,0.66,0.55,1.4102823127328623,walk
-0.09,0.53,1.03,1.4102823127328623,walk
-0.03,0.45,1.47,1.4102823127328623,walk
-0.01,0.35,1.75,1.4102823127328623,walk
0.0,0.27,1.91,1.4102823127328623,walk
-0.08,0.18,2.04,1.4102823127328623,walk
-0.21,0.21,2.2,1.4102823127328623,walk
-0.28,0.48,2.18,1.4102823127328623,walk
-0.39,0.82,1.83,1.4102823127328623,walk
-0.49,1.1,1.43,1.4102823127328623,walk
-0.44,1.42,1.36,1.4102823127328623,walk
-0.31,1.81,1.39,1.4102823127328623,walk
-0.17,2.08,1.42,1.4102823127328623,walk
-0.08,1.99,1.52,1.4102823127328623,walk
-0.04,1.52,1.86,1.4102823127328623,walk
-0.08,0.84,2.39,1.4102823127328623,walk
-0.11,0.22,2.81,1.4102823127328623,walk
0.01,-0.2,2.88,1.4102823127328623,walk
0.12,-0.43,2.84,1.4102823127328623,walk
0.15,-0.58,2.6,1.4102823127328623,walk
0.21,-0.59,2.14,1.4102823127328623,walk
0.35,-0.43,1.53,1.4102823127328623,walk
0.58,-0.23,0.89,1.4102823127328623,walk
0.82,-0.19,0.43,1.4102823127328623,walk
1.0,-0.27,0.27,1.4102823127328623,walk
1.08,-0.4,0.31,1.4102823127328623,walk
1.1,-0.58,0.49,1.4102823127328623,walk
1.06,-0.81,0.63,1.4102823127328623,walk
0.93,-1.01,0.71,1.4102823127328623,walk
0.85,-1.13,0.64,1.4102823127328623,walk
0.85,-1.17,0.39,1.4102823127328623,walk
0.85,-1.22,0.02,1.4102823127328623,walk
0.87,-1.27,-0.39,1.4102823127328623,walk
0.93,-1.3,-0.81,1.4102823127328623,walk
0.99,-1.32,-1.13,1.4102823127328623,walk
1.05,-1.38,-1.39,1.4102823127328623,walk
1.1,-1.51,-1.59,1.4102823127328623,walk
1.11,-1.7,-1.66,1.4102823127328623,walk
1.14,-1.82,-1.97,1.4102823127328623,walk
1.2,-1.73,-2.43,1.4102823127328623,walk
1.25,-1.51,-2.92,1.4102823127328623,walk
1.28,-1.28,-3.41,1.4102823127328623,walk
1.28,-1.01,-3.75,1.4102823127328623,walk
1.25,-0.7,-3.93,1.4102823127328623,walk
1.22,-0.47,-3.98,1.4102823127328623,walk
1.2,-0.35,-3.88,1.4102823127328623,walk
1.13,-0.23,-3.64,1.4102823127328623,walk
1.05,-0.15,-3.37,1.4102823127328623,walk
1.04,-0.06,-3.04,1.4102823127328623,walk
0.99,-0.01,-2.63,1.4102823127328623,walk
0.9,0.07,-2.22,1.4102823127328623,walk
0.8,0.2,-1.82,1.4102823127328623,walk
0.65,0.35,-1.48,1.4102823127328623,walk
0.54,0.45,-1.27,1.4102823127328623,walk
0.52,0.57,-1.15,1.4102823127328623,walk
0.53,0.67,-1.1,1.4102823127328623,walk
0.57,0.66,-0.94,1.4102823127328623,walk
0.55,0.6,-0.72,1.4102823127328623,walk
0.5,0.57,-0.43,1.4102823127328623,walk
0.49,0.6,-0.12,1.4102823127328623,walk
0.46,0.56,0.39,1.4102823127328623,walk
0.41,0.41,1.11,1.4102823127328623,walk
0.3,0.23,1.76,1.4102823127328623,walk
0.17,0.1,2.19,1.4102823127328623,walk
0.09,0.08,2.38,1.4102823127328623,walk
0.11,0.26,2.33,1.4102823127328623,walk
