time,ax,ay,az,speed
1970-01-01 00:00:00.000000000,0.42299227501188114,1.2433168197939612,-2.8258588286452073,0.5293234717014271
1970-01-01 00:00:00.000000047,0.35541737105218324,1.2595440588979654,-2.268414011499628,0.5285755020883
1970-01-01 00:00:00.000000047,0.453633118313604,1.541236917379293,-2.019455334916545,0.4854253295656492
1970-01-01 00:00:00.000000047,0.4168624410233781,1.6395238354168935,-1.7212089061731382,0.45492561921296537
1970-01-01 00:00:00.000000047,0.3113537950717705,1.7643546676478274,-1.414737102987202,0.4273605159101823
1970-01-01 00:00:00.000000047,0.20896069477340384,1.9776148461511478,-1.2471302194046485,0.40471706339342267
1970-01-01 00:00:00.000000047,0.13947764177100774,2.1787042427708867,-1.210320756600611,0.3888043580047229
1970-01-01 00:00:00.000000047,0.049514840723355213,2.299418286708571,-1.2295116307660587,0.38636527873465565
1970-01-01 00:00:00.000000047,0.02775309652884514,2.404087828174211,-1.237994944269292,0.38290259559945095
1970-01-01 00:00:00.000000047,0.06678340336933898,2.4376642608594916,-1.1196406776404402,0.3700620872696759
1970-01-01 00:00:00.000000047,0.06520094978191962,2.321298345119352,-0.8338522219353336,0.3585709887238301
1970-01-01 00:00:00.000000047,0.06951229851295768,2.179279738811556,-0.4524806331650445,0.3445893876770595
1970-01-01 00:00:00.000000047,0.12421633361546192,2.0617266248157717,-0.09065285149775723,0.32916059853467805
1970-01-01 00:00:00.000000047,0.2231239120292844,1.91993907415875,0.1874535856700844,0.3166928136584788
1970-01-01 00:00:00.000000047,0.2952222282646038,1.7733385698025943,0.3986098569221286,0.30960166053115656
1970-01-01 00:00:00.000000047,0.34027201868727064,1.6353704671597282,0.5001807078757486,0.3090662752859708
1970-01-01 00:00:00.000000047,0.3476766365623041,1.5617795169099193,0.5363847291228994,0.30664934354459805
1970-01-01 00:00:00.000000047,0.25323148241419413,1.531313499937123,0.4808439889714615,0.31044910890191046
1970-01-01 00:00:00.000000047,0.0779937827002799,1.4438239563532558,0.3565419480673987,0.3269616697225869
1970-01-01 00:00:00.000000047,-0.10687535026400952,1.4279561008311628,0.3718113880787131,0.3348848507931249
1970-01-01 00:00:00.000000047,-0.20326158171112382,1.3896044987092566,0.4609792626790442,0.33488913226770356
1970-01-01 00:00:00.000000047,-0.2759267270035435,1.134511055188474,0.6177743951251492,0.3416135092593191
1970-01-01 00:00:00.000000047,-0.3723873151891209,0.8626513782010866,0.8393867925215479,0.3504791025102224
1970-01-01 00:00:00.000000047,-0.4015153093002133,0.5620976942569221,0.9506905409727542,0.36768989448753
1970-01-01 00:00:00.000000047,-0.3589180048179627,0.28883165679375783,0.8041031038007456,0.39333943666577403
1970-01-01 00:00:00.000000047,-0.37319882212737315,0.08002877047048622,0.3537649929433362,0.4374927247391004
1970-01-01 00:00:00.000000047,-0.41539028779893544,-0.1413653510754811,-0.26575879131551705,0.4969997322598771
1970-01-01 00:00:00.000000047,-0.42638731378119676,-0.41920705596166224,-0.8015661649154809,0.5505323377791804
1970-01-01 00:00:00.000000047,-0.4943378603866681,-0.7839461482323107,-1.233248649745354,0.6019984973898835
1970-01-01 00:00:00.000000047,-0.6575057654465074,-1.1362760248955373,-1.6350844567939273,0.6558361111176279
1970-01-01 00:00:00.000000047,-0.8297980319989193,-1.397857829163863,-1.9163829889073827,0.6945712955241686
1970-01-01 00:00:00.000000047,-1.0552343637339374,-1.8032340777391076,-2.3046049589156588,0.7415862507794561
1970-01-01 00:00:00.000000047,-1.5071914644690532,-2.295610679316331,-2.8140993113397275,0.7884551639515879
1970-01-01 00:00:00.000000047,-2.5415734723512142,-2.5057369088613903,-3.2535590923165594,0.8105666288087116
1970-01-01 00:00:00.000000047,-4.419943775692638,-2.456694738869788,-3.0044050601359062,0.8407810329098337
1970-01-01 00:00:00.000000047,-5.849813895734091,-2.345392333508247,-1.6357488242383256,0.7114960648261532
1970-01-01 00:00:00.000000047,-8.396926148696114,-2.5710256779731147,2.3870593935808655,0.5088314032308966
1970-01-01 00:00:00.000000048,-10.734036135798414,-2.2822391528652073,7.126414269822287,0.2833597392634726
1970-01-01 00:00:00.000000048,-11.562863006827243,-1.6947554274667114,10.130801913541656,0.08790367675843913
1970-01-01 00:00:00.000000048,-11.674886139375106,-1.9681310018098146,12.413263782728686,-0.06058798190454279
1970-01-01 00:00:00.000000048,-11.983462931400261,-1.5315144857401792,14.440587355791136,-0.2191659545679931
1970-01-01 00:00:00.000000048,-12.13546710400913,0.6820505318316378,16.04740546863855,-0.4507360484700385
1970-01-01 00:00:00.000000048,-11.811236741766253,2.9299852010806697,17.322466653335805,-0.6262549002821013
1970-01-01 00:00:00.000000048,-10.121177446823117,3.6556893373047497,17.38733361138631,-0.6386607212337886
1970-01-01 00:00:00.000000048,-6.98645538521901,3.554774921825416,14.916688869771871,-0.4950904593980691
1970-01-01 00:00:00.000000048,-3.345286741928654,3.709084582928209,10.249116903400752,-0.2515845536129974
1970-01-01 00:00:00.000000048,0.36418100525502395,4.517330143142919,4.4862888479554925,-0.02952506429101437
1970-01-01 00:00:00.000000048,3.053476102898389,5.384433802281275,-0.7437134882518454,0.17135843606095802
1970-01-01 00:00:00.000000048,4.772423051926932,5.924672850767373,-4.004262698439634,0.3098392682073276
1970-01-01 00:00:00.000000048,6.131913570314819,5.698091096433146,-5.505021441622986,0.4020058314868944
1970-01-01 00:00:00.000000048,7.426059662405093,4.769629522856346,-6.535473455452199,0.4815070498224232
1970-01-01 00:00:00.000000048,8.116984073792066,3.9049437480478293,-6.62972412822674,0.5130683390329653
