time,gFx,gFy,gFz,ax,ay,az,latitude,longitude,altitude,speed
2024-07-07 19:39:28.6350,0.072,-0.456,-1.279,-0.29,0.52,3.55,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.4280,0.055,-0.416,-1.251,-0.29,0.52,3.55,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.4310,0.047,-0.377,-1.163,-0.16,0.21,3.16,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.4410,0.027,-0.34,-1.051,-0.11,-0.11,2.22,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.4510,-0.007,-0.318,-0.945,0.1,-0.43,1.09,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.4610,-0.032,-0.304,-0.864,0.43,-0.62,0.07,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.4720,-0.054,-0.285,-0.826,0.69,-0.78,-0.67,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.4820,-0.07,-0.267,-0.825,0.94,-1.0,-0.97,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.4930,-0.077,-0.252,-0.849,1.15,-1.2,-0.93,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.5030,-0.066,-0.243,-0.897,1.28,-1.37,-0.65,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.5120,-0.035,-0.24,-0.96,1.21,-1.47,-0.13,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.5220,-0.003,-0.233,-1.013,0.96,-1.52,0.49,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.5320,0.019,-0.222,-1.045,0.7,-1.6,1.0,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.5430,0.029,-0.216,-1.041,0.53,-1.72,1.28,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.5520,0.031,-0.217,-1.004,0.47,-1.77,1.2,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.5630,0.033,-0.224,-0.95,0.45,-1.75,0.8,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.5720,0.038,-0.234,-0.9,0.42,-1.67,0.27,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.5820,0.045,-0.245,-0.853,0.36,-1.56,-0.22,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.5930,0.051,-0.255,-0.81,0.27,-1.43,-0.69,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.6030,0.054,-0.261,-0.771,0.21,-1.33,-1.11,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.6130,0.056,-0.27,-0.741,0.17,-1.26,-1.49,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.6230,0.056,-0.276,-0.725,0.14,-1.17,-1.76,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.6330,0.054,-0.283,-0.714,0.14,-1.11,-1.91,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.6430,0.054,-0.295,-0.697,0.16,-1.04,-2.03,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.6530,0.047,-0.311,-0.685,0.16,-0.93,-2.19,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.6630,0.042,-0.333,-0.674,0.22,-0.77,-2.3,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.6730,0.039,-0.357,-0.661,0.28,-0.56,-2.4,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.6830,0.035,-0.373,-0.652,0.31,-0.34,-2.52,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.6940,0.036,-0.385,-0.649,0.36,-0.2,-2.6,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.7040,0.039,-0.39,-0.659,0.35,-0.08,-2.62,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.7140,0.042,-0.383,-0.678,0.34,-0.05,-2.5,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.7240,0.043,-0.372,-0.697,0.33,-0.13,-2.31,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.7340,0.044,-0.363,-0.72,0.33,-0.22,-2.12,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.7440,0.051,-0.362,-0.734,0.34,-0.31,-1.91,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.7540,0.063,-0.375,-0.753,0.27,-0.29,-1.78,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.7640,0.076,-0.392,-0.766,0.16,-0.14,-1.58,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.7740,0.082,-0.406,-0.772,0.05,0.02,-1.47,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.7840,0.079,-0.415,-0.775,0.01,0.17,-1.42,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.7940,0.069,-0.421,-0.777,0.06,0.25,-1.4,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.8040,0.062,-0.428,-0.778,0.16,0.32,-1.38,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.8140,0.051,-0.437,-0.785,0.24,0.39,-1.37,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.8250,0.043,-0.447,-0.787,0.37,0.5,-1.3,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.8340,0.038,-0.456,-0.793,0.45,0.6,-1.29,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.8450,0.027,-0.468,-0.819,0.53,0.71,-1.21,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.8560,0.019,-0.476,-0.858,0.66,0.84,-0.94,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.8650,0.018,-0.481,-0.893,0.76,0.93,-0.55,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.8750,0.015,-0.484,-0.919,0.8,0.98,-0.23,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.8850,0.014,-0.49,-0.954,0.86,1.04,0.02,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.8950,0.014,-0.495,-0.983,0.9,1.13,0.36,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.9050,0.031,-0.488,-1.015,0.92,1.2,0.63,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.9150,0.061,-0.476,-1.034,0.76,1.16,0.93,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.9250,0.098,-0.469,-1.048,0.5,1.09,1.08,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.9360,0.136,-0.472,-1.086,0.19,1.11,1.21,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.9450,0.17,-0.473,-1.176,-0.12,1.25,1.61,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.9560,0.211,-0.449,-1.283,-0.4,1.37,2.5,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.9650,0.249,-0.399,-1.382,-0.77,1.25,3.5,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.9760,0.275,-0.335,-1.459,-1.1,0.89,4.41,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.9860,0.29,-0.269,-1.483,-1.34,0.39,5.07,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:58.9960,0.295,-0.218,-1.459,-1.49,-0.14,5.2,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.0070,0.283,-0.199,-1.388,-1.57,-0.52,4.89,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.0160,0.26,-0.205,-1.273,-1.47,-0.63,4.12,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.0260,0.239,-0.209,-1.16,-1.27,-0.56,2.95,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.0360,0.229,-0.204,-1.073,-1.11,-0.54,1.87,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.0460,0.215,-0.201,-1.013,-1.03,-0.6,1.05,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.0560,0.204,-0.201,-0.978,-0.89,-0.64,0.49,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.0660,0.208,-0.197,-0.971,-0.78,-0.64,0.19,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.0760,0.234,-0.187,-0.981,-0.83,-0.69,0.15,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.0870,0.265,-0.183,-0.984,-1.08,-0.8,0.26,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.0970,0.285,-0.189,-0.978,-1.35,-0.82,0.28,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.1070,0.298,-0.187,-0.975,-1.51,-0.76,0.22,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.1170,0.309,-0.175,-0.975,-1.62,-0.79,0.2,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.1270,0.307,-0.165,-0.981,-1.71,-0.89,0.19,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.1370,0.293,-0.147,-0.979,-1.68,-0.98,0.25,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.1470,0.269,-0.127,-0.961,-1.55,-1.15,0.2,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
2024-07-07 19:39:59.1580,0.24,-0.121,-0.93,-1.32,-1.3,-0.01,49.27808626817057,-122.91125991206958,355.83862760011107,1.0213917139739603
